AwayRating,HomeRating,HomeWin
-0.38814831778921316,1.62621330645618,1
-0.38814831778921316,-0.6668320074653927,0
1.1031707805533169,-0.9216148201233452,0
0.10895804832496352,0.8618648684823225,1
-0.8852546839033899,-0.6668320074653927,1
-0.13959513473212484,0.8618648684823225,1
-1.3823610500175665,-0.15726638214948765,0
-1.1338078669604783,1.116647681140275,1
-0.38814831778921316,0.35229924316641736,1
-1.3823610500175665,0.35229924316641736,1
1.6002771466674937,-1.6859632580972028,0
-1.6309142330746549,1.3714304937982276,1
-1.1338078669604783,1.3714304937982276,1
0.6060644144391402,1.116647681140275,0
1.6002771466674937,0.6070820558243699,1
-0.38814831778921316,-0.15726638214948765,0
1.6002771466674937,0.09751643050846487,1
0.3575112313820519,-1.4311804454392503,0
-0.13959513473212484,-0.9216148201233452,0
0.8546175974962286,-1.1763976327812977,0
-0.6367015008463015,0.09751643050846487,1
-0.6367015008463015,-0.15726638214948765,1
-1.3823610500175665,1.3714304937982276,1
1.3517239636104053,-1.6859632580972028,0
-0.38814831778921316,0.8618648684823225,1
-0.8852546839033899,1.62621330645618,1
-1.1338078669604783,1.116647681140275,1
0.10895804832496352,-0.4120491948074402,0
1.3517239636104053,-0.15726638214948765,0
1.1031707805533169,0.6070820558243699,1
1.6002771466674937,0.35229924316641736,1
-0.13959513473212484,-1.6859632580972028,0
-2.1280205991888317,-0.6668320074653927,0
-1.1338078669604783,0.09751643050846487,1
-0.38814831778921316,1.116647681140275,1
-0.8852546839033899,0.6070820558243699,1
-0.13959513473212484,-0.9216148201233452,1
1.6002771466674937,1.3714304937982276,1
-0.13959513473212484,-1.4311804454392503,0
-1.1338078669604783,-0.15726638214948765,0
0.3575112313820519,0.8618648684823225,1
-1.3823610500175665,0.8618648684823225,1
0.10895804832496352,1.62621330645618,1
-1.1338078669604783,-0.6668320074653927,1
1.3517239636104053,-1.6859632580972028,0
1.1031707805533169,-0.6668320074653927,1
-2.1280205991888317,-0.4120491948074402,1
-1.1338078669604783,-0.4120491948074402,1
0.8546175974962286,0.35229924316641736,1
0.6060644144391402,0.09751643050846487,1
-0.13959513473212484,-1.4311804454392503,0
0.6060644144391402,-0.15726638214948765,0
-1.3823610500175665,0.35229924316641736,1
-0.13959513473212484,1.62621330645618,1
-0.8852546839033899,1.3714304937982276,1
-0.13959513473212484,-1.4311804454392503,1
0.10895804832496352,-1.1763976327812977,0
-0.38814831778921316,0.8618648684823225,0
0.6060644144391402,-0.9216148201233452,0
-0.6367015008463015,-0.15726638214948765,1
0.8546175974962286,-1.6859632580972028,0
-0.6367015008463015,0.09751643050846487,1
-0.8852546839033899,0.6070820558243699,1
-2.1280205991888317,1.3714304937982276,1
0.3575112313820519,-1.1763976327812977,0
1.1031707805533169,-1.4311804454392503,0
-0.13959513473212484,1.3714304937982276,1
0.6060644144391402,0.35229924316641736,1
0.3575112313820519,-1.4311804454392503,0
1.6002771466674937,1.116647681140275,0
0.8546175974962286,-0.6668320074653927,0
-1.3823610500175665,-0.9216148201233452,1
0.10895804832496352,-1.6859632580972028,0
-0.6367015008463015,-0.4120491948074402,1
1.6002771466674937,-1.1763976327812977,0
-0.38814831778921316,0.8618648684823225,1
-0.8852546839033899,0.09751643050846487,1
-2.1280205991888317,-0.15726638214948765,1
-0.13959513473212484,0.6070820558243699,1
0.8546175974962286,-0.4120491948074402,0
-0.13959513473212484,-1.1763976327812977,1
-2.1280205991888317,-0.15726638214948765,1
-0.6367015008463015,1.3714304937982276,0
1.3517239636104053,-1.4311804454392503,0
-0.8852546839033899,0.09751643050846487,1
-0.8852546839033899,1.116647681140275,1
0.6060644144391402,-0.15726638214948765,1
-1.1338078669604783,0.6070820558243699,1
0.8546175974962286,1.62621330645618,1
-1.6309142330746549,-1.4311804454392503,1
0.10895804832496352,1.3714304937982276,0
-0.13959513473212484,0.35229924316641736,1
-0.38814831778921316,0.35229924316641736,1
-0.6367015008463015,1.116647681140275,1
-0.6367015008463015,-0.9216148201233452,0
-0.6367015008463015,-1.1763976327812977,0
0.8546175974962286,-0.15726638214948765,1
1.6002771466674937,-1.1763976327812977,0
-0.8852546839033899,0.8618648684823225,1
-1.3823610500175665,0.6070820558243699,1
0.10895804832496352,0.6070820558243699,0
0.10895804832496352,-0.4120491948074402,1
1.6002771466674937,-1.4311804454392503,0
1.1031707805533169,-1.6859632580972028,0
1.6002771466674937,-0.9216148201233452,0
-0.13959513473212484,-0.4120491948074402,1
-1.6309142330746549,1.116647681140275,1
-1.3823610500175665,0.8618648684823225,1
-0.13959513473212484,0.09751643050846487,1
1.1031707805533169,-0.15726638214948765,1
-0.6367015008463015,-1.1763976327812977,1
0.3575112313820519,-0.9216148201233452,1
-0.38814831778921316,-0.15726638214948765,1
-2.1280205991888317,-1.1763976327812977,1
0.10895804832496352,1.3714304937982276,1
-0.6367015008463015,0.8618648684823225,1
-0.13959513473212484,1.3714304937982276,1
-0.38814831778921316,1.62621330645618,1
-1.6309142330746549,0.6070820558243699,1
1.3517239636104053,0.6070820558243699,0
-0.6367015008463015,0.8618648684823225,1
-0.13959513473212484,-0.15726638214948765,0
0.8546175974962286,-0.15726638214948765,0
-0.8852546839033899,-0.4120491948074402,1
-1.1338078669604783,-0.6668320074653927,1
0.3575112313820519,-1.4311804454392503,0
0.10895804832496352,1.116647681140275,1
0.6060644144391402,1.116647681140275,1
1.6002771466674937,-0.15726638214948765,0
-1.3823610500175665,0.35229924316641736,1
-1.1338078669604783,0.09751643050846487,1
-1.6309142330746549,1.62621330645618,1
0.8546175974962286,1.3714304937982276,0
-0.13959513473212484,-1.6859632580972028,0
-0.13959513473212484,-1.1763976327812977,0
0.10895804832496352,0.6070820558243699,1
-0.6367015008463015,0.6070820558243699,1
-1.1338078669604783,-0.4120491948074402,1
0.3575112313820519,0.8618648684823225,0
-0.13959513473212484,-0.6668320074653927,0
0.10895804832496352,1.116647681140275,1
-1.3823610500175665,-0.9216148201233452,0
-0.13959513473212484,-0.4120491948074402,1
0.3575112313820519,1.116647681140275,1
-1.3823610500175665,1.62621330645618,1
-0.8852546839033899,1.62621330645618,1
-0.38814831778921316,-1.4311804454392503,0
-0.13959513473212484,-0.15726638214948765,1
0.8546175974962286,0.6070820558243699,1
1.3517239636104053,-0.6668320074653927,1
-0.13959513473212484,-1.6859632580972028,0
1.1031707805533169,-1.1763976327812977,0
0.10895804832496352,-0.15726638214948765,0
1.1031707805533169,0.35229924316641736,1
0.6060644144391402,-1.6859632580972028,0
1.3517239636104053,-1.1763976327812977,0
-0.38814831778921316,-0.9216148201233452,0
0.10895804832496352,-1.4311804454392503,0
0.8546175974962286,-0.6668320074653927,1
-0.8852546839033899,1.3714304937982276,1
1.3517239636104053,1.116647681140275,1
-1.3823610500175665,-1.6859632580972028,1
-0.38814831778921316,-1.1763976327812977,1
1.6002771466674937,0.09751643050846487,0
0.6060644144391402,-0.15726638214948765,0
0.8546175974962286,0.8618648684823225,1
1.6002771466674937,-0.6668320074653927,0
-0.13959513473212484,-0.15726638214948765,1
-1.3823610500175665,-0.4120491948074402,1
-1.6309142330746549,0.09751643050846487,1
-1.1338078669604783,0.35229924316641736,0
0.6060644144391402,-0.15726638214948765,0
1.3517239636104053,0.35229924316641736,1
-0.8852546839033899,-0.15726638214948765,0
1.6002771466674937,0.09751643050846487,1
1.6002771466674937,-0.15726638214948765,1
-0.8852546839033899,-1.6859632580972028,1
0.6060644144391402,0.35229924316641736,0
1.1031707805533169,-1.1763976327812977,1
0.6060644144391402,-0.4120491948074402,1
0.8546175974962286,-0.15726638214948765,0
-1.3823610500175665,0.09751643050846487,1
-0.6367015008463015,1.116647681140275,1
-1.3823610500175665,0.8618648684823225,1
-1.6309142330746549,1.3714304937982276,1
1.3517239636104053,-1.1763976327812977,0
0.3575112313820519,-0.6668320074653927,0
1.6002771466674937,-0.15726638214948765,0
-2.1280205991888317,-0.15726638214948765,1
0.6060644144391402,-1.4311804454392503,0
-0.13959513473212484,-0.9216148201233452,0
0.10895804832496352,0.8618648684823225,0
0.3575112313820519,-0.15726638214948765,0
-0.38814831778921316,0.35229924316641736,1
-1.1338078669604783,-0.9216148201233452,0
0.8546175974962286,1.3714304937982276,1
-0.13959513473212484,0.6070820558243699,1
-0.38814831778921316,1.116647681140275,1
1.1031707805533169,-1.6859632580972028,0
-1.3823610500175665,1.62621330645618,1
0.8546175974962286,1.3714304937982276,1
1.6002771466674937,-0.6668320074653927,1
0.10895804832496352,-1.6859632580972028,1
-0.13959513473212484,0.09751643050846487,0
-0.6367015008463015,0.6070820558243699,1
1.1031707805533169,-0.15726638214948765,0
-0.13959513473212484,-1.1763976327812977,0
-1.3823610500175665,-0.4120491948074402,1
-1.3823610500175665,-0.15726638214948765,1
-0.8852546839033899,0.35229924316641736,1
1.6002771466674937,1.116647681140275,1
1.3517239636104053,-0.4120491948074402,0
-1.3823610500175665,-1.6859632580972028,1
-0.13959513473212484,0.8618648684823225,0
0.6060644144391402,-0.9216148201233452,0
1.1031707805533169,-1.6859632580972028,0
0.3575112313820519,1.62621330645618,1
-1.3823610500175665,-0.6668320074653927,0
-0.8852546839033899,-0.15726638214948765,1
-1.1338078669604783,0.09751643050846487,1
-0.13959513473212484,0.09751643050846487,1
-0.6367015008463015,0.35229924316641736,1
-1.1338078669604783,0.6070820558243699,1
1.3517239636104053,1.3714304937982276,0
0.3575112313820519,0.8618648684823225,1
0.6060644144391402,-0.4120491948074402,0
1.3517239636104053,0.09751643050846487,1
0.3575112313820519,0.09751643050846487,1
-0.6367015008463015,-0.4120491948074402,1
0.6060644144391402,1.62621330645618,1
-0.6367015008463015,-1.1763976327812977,1
-0.13959513473212484,-1.4311804454392503,0
1.1031707805533169,1.62621330645618,1
1.1031707805533169,-0.9216148201233452,0
-0.13959513473212484,0.8618648684823225,0
1.1031707805533169,0.35229924316641736,1
-0.13959513473212484,1.3714304937982276,0
-0.6367015008463015,-1.6859632580972028,1
0.10895804832496352,-0.15726638214948765,1
-0.13959513473212484,-1.1763976327812977,0
0.6060644144391402,-1.6859632580972028,0
0.3575112313820519,-1.4311804454392503,0
-0.8852546839033899,0.8618648684823225,1
-0.8852546839033899,1.116647681140275,1
-0.6367015008463015,-0.9216148201233452,0
1.6002771466674937,0.8618648684823225,1
-2.1280205991888317,-1.4311804454392503,1
-0.13959513473212484,-0.4120491948074402,1
0.10895804832496352,1.62621330645618,0
-1.1338078669604783,-0.15726638214948765,0
-0.38814831778921316,1.3714304937982276,1
-1.6309142330746549,-0.15726638214948765,1
-1.1338078669604783,-1.4311804454392503,1
1.1031707805533169,0.09751643050846487,1
-0.8852546839033899,-1.1763976327812977,0
-0.13959513473212484,-0.4120491948074402,0
0.3575112313820519,-0.15726638214948765,0
-0.13959513473212484,1.62621330645618,1
-0.13959513473212484,0.6070820558243699,1
0.10895804832496352,-1.4311804454392503,0
0.8546175974962286,-0.6668320074653927,1
0.10895804832496352,-0.6668320074653927,0
-1.1338078669604783,-1.6859632580972028,0
0.8546175974962286,-0.15726638214948765,0
0.6060644144391402,-0.15726638214948765,1
1.1031707805533169,-0.9216148201233452,1
0.8546175974962286,-0.15726638214948765,0
0.10895804832496352,1.116647681140275,1
-2.1280205991888317,0.35229924316641736,1
0.3575112313820519,-0.9216148201233452,0
-0.38814831778921316,1.3714304937982276,1
-0.6367015008463015,-0.4120491948074402,1
-1.1338078669604783,0.6070820558243699,1
-1.3823610500175665,1.3714304937982276,1
1.6002771466674937,0.8618648684823225,1
1.6002771466674937,-0.15726638214948765,1
-0.8852546839033899,-1.4311804454392503,1
-0.38814831778921316,1.62621330645618,0
0.10895804832496352,-0.15726638214948765,1
1.1031707805533169,-0.15726638214948765,1
1.3517239636104053,0.35229924316641736,0
0.3575112313820519,-1.1763976327812977,0
-0.13959513473212484,-1.6859632580972028,1
1.6002771466674937,-1.6859632580972028,0
0.6060644144391402,-0.6668320074653927,0
-0.38814831778921316,0.09751643050846487,0
-0.13959513473212484,1.116647681140275,1
-0.8852546839033899,0.6070820558243699,0
-1.3823610500175665,0.8618648684823225,0
-0.6367015008463015,1.3714304937982276,1
0.8546175974962286,0.35229924316641736,0
-1.1338078669604783,-0.9216148201233452,1
1.3517239636104053,-1.4311804454392503,0
1.1031707805533169,-1.4311804454392503,0
-1.1338078669604783,-0.4120491948074402,0
0.10895804832496352,0.8618648684823225,0
-0.8852546839033899,0.09751643050846487,1
-2.1280205991888317,-0.4120491948074402,1
0.3575112313820519,1.62621330645618,0
-0.13959513473212484,-0.15726638214948765,0
1.3517239636104053,1.62621330645618,0
-1.6309142330746549,-0.6668320074653927,1
0.6060644144391402,-0.6668320074653927,0
-0.13959513473212484,-1.1763976327812977,1
-0.13959513473212484,1.116647681140275,1
-0.13959513473212484,0.35229924316641736,1
1.1031707805533169,0.35229924316641736,0
-0.13959513473212484,-1.4311804454392503,0
-0.13959513473212484,-0.9216148201233452,0
0.6060644144391402,-1.1763976327812977,0
-1.3823610500175665,-0.6668320074653927,1
1.3517239636104053,-0.4120491948074402,0
0.10895804832496352,-1.6859632580972028,0
-0.38814831778921316,0.8618648684823225,1
1.3517239636104053,-0.9216148201233452,0
-1.6309142330746549,0.09751643050846487,1
0.8546175974962286,-0.15726638214948765,1
0.8546175974962286,1.116647681140275,1
-1.3823610500175665,1.62621330645618,1
0.6060644144391402,-1.1763976327812977,0
-0.8852546839033899,-1.6859632580972028,0
-0.13959513473212484,0.09751643050846487,0
-0.38814831778921316,-1.4311804454392503,1
0.3575112313820519,0.8618648684823225,0
-2.1280205991888317,0.6070820558243699,1
1.6002771466674937,1.116647681140275,1
0.10895804832496352,1.3714304937982276,1
1.1031707805533169,0.6070820558243699,0
1.6002771466674937,-0.9216148201233452,1
-0.6367015008463015,-0.15726638214948765,0
-0.6367015008463015,-0.15726638214948765,1
-0.38814831778921316,-0.15726638214948765,1
-1.1338078669604783,0.35229924316641736,0
-1.1338078669604783,1.3714304937982276,1
0.6060644144391402,0.8618648684823225,1
0.6060644144391402,0.8618648684823225,1
0.3575112313820519,1.116647681140275,1
-0.13959513473212484,1.62621330645618,1
0.10895804832496352,1.3714304937982276,1
-0.13959513473212484,1.62621330645618,1
0.3575112313820519,1.116647681140275,0
0.10895804832496352,1.3714304937982276,1
0.6060644144391402,0.8618648684823225,0
-0.13959513473212484,1.62621330645618,1
0.6060644144391402,0.8618648684823225,1
-0.13959513473212484,1.62621330645618,1
0.3575112313820519,1.116647681140275,1
0.3575112313820519,1.116647681140275,1
0.10895804832496352,1.3714304937982276,0
0.10895804832496352,1.3714304937982276,1
1.1031707805533169,0.35229924316641736,0
1.6002771466674937,-0.15726638214948765,1
1.6002771466674937,-0.15726638214948765,1
0.8546175974962286,0.6070820558243699,1
1.3517239636104053,0.09751643050846487,1
0.8546175974962286,0.6070820558243699,0
1.1031707805533169,0.35229924316641736,1
1.6002771466674937,-0.15726638214948765,1
1.3517239636104053,0.09751643050846487,0
1.1031707805533169,0.35229924316641736,1
0.8546175974962286,0.6070820558243699,1
0.8546175974962286,0.6070820558243699,1
1.3517239636104053,0.09751643050846487,1
1.6002771466674937,-0.15726638214948765,0
1.1031707805533169,0.35229924316641736,1
1.3517239636104053,0.09751643050846487,0
0.3575112313820519,1.116647681140275,1
0.10895804832496352,1.3714304937982276,1
-0.13959513473212484,1.62621330645618,1
0.6060644144391402,0.8618648684823225,1
-0.13959513473212484,1.62621330645618,1
0.6060644144391402,0.8618648684823225,1
0.3575112313820519,1.116647681140275,0
1.1031707805533169,0.35229924316641736,0
1.3517239636104053,0.09751643050846487,1
1.6002771466674937,-0.15726638214948765,0
1.1031707805533169,0.35229924316641736,0
0.8546175974962286,0.6070820558243699,1
0.8546175974962286,1.62621330645618,1
0.6060644144391402,1.62621330645618,1
0.3575112313820519,1.116647681140275,1
0.10895804832496352,1.116647681140275,1
0.8546175974962286,1.62621330645618,0
0.6060644144391402,1.62621330645618,1
1.1031707805533169,1.3714304937982276,1
0.10895804832496352,1.116647681140275,1
1.1031707805533169,1.3714304937982276,1
1.6002771466674937,0.8618648684823225,0
1.1031707805533169,0.09751643050846487,0
1.3517239636104053,1.116647681140275,0
1.6002771466674937,0.6070820558243699,0
1.6002771466674937,0.8618648684823225,1
1.1031707805533169,0.09751643050846487,0
1.6002771466674937,0.6070820558243699,0
1.3517239636104053,1.116647681140275,0
0.8546175974962286,1.62621330645618,0
1.6002771466674937,0.8618648684823225,1
0.8546175974962286,1.3714304937982276,0
1.1031707805533169,1.62621330645618,1
0.8546175974962286,1.3714304937982276,0
1.1031707805533169,1.62621330645618,1
1.3517239636104053,0.8618648684823225,1
1.6002771466674937,1.116647681140275,1
1.3517239636104053,0.8618648684823225,0
1.6002771466674937,1.116647681140275,1
0.8546175974962286,1.3714304937982276,1
1.1031707805533169,1.62621330645618,1
1.3517239636104053,0.8618648684823225,1
1.6002771466674937,1.116647681140275,0
0.8546175974962286,1.62621330645618,1
0.8546175974962286,1.62621330645618,0
1.6002771466674937,0.8618648684823225,0
1.6002771466674937,0.8618648684823225,1
1.6002771466674937,0.8618648684823225,1
0.8546175974962286,1.62621330645618,1
0.8546175974962286,1.62621330645618,1
0.6060644144391402,0.8618648684823225,1
-0.13959513473212484,1.62621330645618,1
1.1031707805533169,0.35229924316641736,1
-0.6367015008463015,-0.15726638214948765,0
0.3575112313820519,-0.9216148201233452,0
1.1031707805533169,-0.4120491948074402,0
